SSC_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SSC70037,..,0,0,0,3,0,0,0,0,9,..,0,0,6,3,0,3,0,0,12,3,4,0,0,0,0,0,0,0,7,97,66,54,53,43,27,14,4,0,359,..,0,9,7,11,20,5,4,0,58,..,17,49,41,29,21,5,0,0,172,..,10,4,13,16,3,3,0,0,56,192,..,..,..,..,..,..,..,..,192,..,15,..,..,..,..,..,..,..,15,..,36,13,8,3,0,0,0,0,65,..,39,21,11,12,4,7,0,0,94,..,3,0,5,0,0,0,0,0,10,..,0,0,0,6,0,0,0,0,10,..,0,7,9,7,9,8,3,0,42,3,4,0,8,3,0,0,0,0,19,192,133,116,100,83,53,31,10,0,725
SSC70038,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,14,..,0,3,3,3,3,0,0,0,16,..,0,3,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,3,4,3,0,0,0,28
SSC70039,..,8,14,7,6,4,0,0,0,42,..,3,12,11,16,27,28,9,7,114,11,17,13,14,10,12,7,0,0,83,270,177,231,182,214,181,80,31,8,1381,..,7,138,161,219,207,78,23,6,841,..,34,113,81,57,34,7,4,0,322,..,6,21,29,42,18,9,0,0,122,557,..,..,..,..,..,..,..,..,557,..,105,..,..,..,..,..,..,..,105,..,101,39,17,4,0,0,0,0,160,..,19,18,3,10,11,4,3,3,67,..,10,21,3,4,0,0,0,0,41,..,23,28,7,14,7,3,0,3,93,..,11,28,26,43,47,51,21,3,231,27,28,31,16,17,23,10,3,0,156,580,352,429,346,402,355,159,59,17,2695
SSC70040,..,0,18,3,0,3,0,0,0,29,..,0,5,0,4,21,10,8,0,53,0,7,0,0,0,3,0,0,0,10,90,41,100,63,54,79,36,15,3,468,..,3,65,91,62,85,49,16,0,360,..,0,32,9,13,3,0,0,0,60,..,0,3,9,12,7,0,4,0,26,171,..,..,..,..,..,..,..,..,171,..,42,..,..,..,..,..,..,..,42,..,17,11,3,3,0,0,0,0,38,..,5,18,4,0,3,0,5,3,36,..,5,12,0,0,3,0,0,0,24,..,9,28,3,4,0,7,0,0,52,..,0,10,8,9,32,13,8,3,77,0,6,3,0,3,3,3,0,0,27,175,91,181,125,104,134,72,28,3,917
SSC70041,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,18,..,0,4,0,3,0,0,0,0,8,..,4,4,0,0,0,3,0,0,9,..,0,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,0,3,0,3,0,0,37
SSC70042,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70043,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,36,17,25,11,12,11,0,3,0,121,..,9,39,21,18,7,0,0,0,96,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,7,78,..,..,..,..,..,..,..,..,78,..,3,..,..,..,..,..,..,..,3,..,12,4,0,0,0,0,0,0,21,..,3,15,6,3,0,0,0,0,35,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,0,0,0,0,7,4,0,3,0,5,0,0,0,0,13,86,32,68,29,28,13,3,3,0,261
SSC70044,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,0,0,12,..,0,0,0,0,0,4,0,0,8,..,0,0,3,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,4,0,5,0,0,15
SSC70045,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,16,14,10,12,4,0,0,84,..,4,12,10,8,10,4,3,0,53,..,0,0,4,5,0,0,0,0,12,..,0,5,4,0,0,0,0,0,10,41,..,..,..,..,..,..,..,..,41,..,4,..,..,..,..,..,..,..,4,..,3,0,0,0,0,0,0,0,4,..,13,3,4,3,3,0,0,0,28,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,3,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,41,23,25,26,18,15,8,4,0,163
SSC70046,..,0,0,0,3,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,8,9,4,0,0,36,..,0,0,4,5,3,9,0,0,21,..,0,0,0,3,3,0,0,0,5,..,0,0,0,0,0,0,0,0,0,11,..,..,..,..,..,..,..,..,11,..,3,..,..,..,..,..,..,..,3,..,0,0,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,3,6,0,0,8,..,0,0,3,7,3,9,0,0,19,0,0,0,0,0,0,0,0,0,0,11,6,0,10,19,17,18,0,0,83
SSC70047,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70048,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,4,4,0,0,0,0,19,..,0,0,6,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,12,..,..,..,..,..,..,..,..,12,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,4,6,4,4,3,0,0,39
SSC70049,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70050,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,10,19,12,5,3,0,0,0,84,..,3,18,9,9,3,0,0,0,45,..,0,4,5,0,0,0,0,0,9,..,0,0,3,0,0,0,0,0,9,57,..,..,..,..,..,..,..,..,57,..,0,..,..,..,..,..,..,..,0,..,20,3,0,0,0,0,0,0,21,..,9,0,0,3,0,3,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,4,0,0,0,3,3,0,0,0,0,3,58,30,31,18,19,7,0,0,0,171
SSC70051,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,10,7,11,11,3,0,0,0,0,37,..,0,5,15,7,3,0,0,0,32,..,0,7,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,15,..,..,..,..,..,..,..,..,15,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,4,..,8,8,0,0,0,0,0,0,15,..,0,3,3,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,6,15,18,24,16,9,4,0,0,0,93
SSC70052,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70053,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70054,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,..,0,0,0,3,3,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,7
SSC70055,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70056,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,7,9,12,28,6,16,10,4,0,0,88,..,0,11,5,11,12,4,0,0,42,..,3,22,0,6,3,0,0,0,36,..,0,3,0,0,3,3,0,0,12,31,..,..,..,..,..,..,..,..,31,..,0,..,..,..,..,..,..,..,0,..,4,10,3,0,0,0,0,0,16,..,0,3,0,0,0,0,0,0,6,..,0,0,4,3,0,0,0,0,3,..,0,8,0,3,0,0,0,0,14,..,3,3,7,7,14,6,0,0,40,0,7,3,0,3,0,0,0,0,15,31,22,63,24,34,36,13,0,0,209
SSC70057,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70058,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,7,..,0,0,3,5,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,17
SSC70059,..,10,36,4,6,7,0,0,0,69,..,5,16,23,35,38,41,34,10,209,3,4,10,4,0,4,0,0,0,30,218,148,326,184,167,132,80,52,13,1317,..,18,282,196,146,108,57,22,3,826,..,33,122,47,42,28,9,0,0,283,..,11,12,35,31,17,11,4,3,122,417,..,..,..,..,..,..,..,..,417,..,81,..,..,..,..,..,..,..,81,..,52,27,10,7,5,0,0,0,93,..,15,18,10,4,12,4,3,0,65,..,13,34,7,5,5,0,0,0,69,..,32,77,17,18,15,7,4,0,171,..,8,37,50,63,71,74,55,10,374,13,5,25,14,3,3,3,3,0,63,425,276,643,384,313,262,158,84,17,2572
SSC70060,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC70061,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,0,3,0,0,6,0,0,0,0,0,3,0,0,0,10,28,12,19,22,35,26,14,3,0,168,..,0,21,28,46,32,17,3,0,145,..,3,3,7,6,4,0,3,0,32,..,0,0,0,0,0,0,0,0,6,68,..,..,..,..,..,..,..,..,68,..,14,..,..,..,..,..,..,..,14,..,8,3,0,0,0,0,0,0,22,..,0,0,0,0,0,3,0,0,4,..,3,3,0,0,0,0,0,0,8,..,0,0,0,4,0,0,0,0,3,..,0,0,0,3,7,10,4,0,26,0,3,0,5,0,3,3,0,0,15,67,37,35,44,63,48,36,14,3,345
SSC70062,..,13,4,0,3,0,0,0,0,22,..,6,9,3,3,0,0,0,0,18,0,3,0,0,0,0,3,0,0,5,31,52,53,22,23,17,16,4,0,222,..,3,20,16,20,17,11,0,0,94,..,34,39,12,5,10,3,0,0,102,..,0,6,5,6,5,0,0,0,28,80,..,..,..,..,..,..,..,..,80,..,7,..,..,..,..,..,..,..,7,..,5,3,0,0,0,0,0,0,14,..,5,0,0,0,0,0,0,0,3,..,3,0,0,0,0,0,0,0,5,..,28,17,3,3,0,0,0,0,48,..,9,10,11,3,13,8,5,0,56,0,5,3,3,0,0,3,0,0,15,80,96,103,48,45,43,30,8,0,448
SSC70063,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,..,0,0,0,3,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,0,0,0,20
SSC70064,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,12,3,5,0,0,0,0,26,..,3,11,6,6,0,0,0,0,27,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,12,..,..,..,..,..,..,..,..,12,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,18,6,3,0,0,0,0,53
SSC70065,..,0,4,0,0,4,0,0,0,15,..,0,0,0,5,5,6,0,0,24,0,3,0,0,0,0,0,0,0,8,121,52,56,71,78,65,37,19,0,496,..,0,48,71,92,93,40,19,0,364,..,9,29,28,27,13,13,3,0,121,..,4,3,11,7,0,0,3,0,30,239,..,..,..,..,..,..,..,..,239,..,27,..,..,..,..,..,..,..,27,..,32,16,6,5,0,0,0,0,63,..,3,3,3,3,3,7,3,0,41,..,8,8,0,0,3,0,0,0,15,..,3,5,0,3,9,3,0,0,27,..,3,3,4,13,20,13,7,0,63,0,3,0,0,0,3,0,0,0,9,240,91,110,129,157,141,85,34,6,1000
SSC70066,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70067,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,17
SSC70068,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,12,..,0,3,0,0,0,0,0,0,5,..,3,3,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,8,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,13,5,3,0,3,0,0,0,28
SSC70069,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,19,16,9,14,3,0,0,0,97,..,13,21,14,20,3,0,0,0,74,..,0,3,3,0,0,0,0,0,5,..,3,4,3,0,0,0,0,0,15,76,..,..,..,..,..,..,..,..,76,..,5,..,..,..,..,..,..,..,5,..,7,0,0,0,0,0,0,0,5,..,7,3,0,7,3,0,0,0,22,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,76,35,41,24,31,6,3,0,0,213
SSC70070,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70071,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,3,0,0,0,7,3,0,0,0,0,0,0,0,0,4,8,4,9,9,8,6,7,0,0,52,..,0,4,0,3,5,6,3,0,33,..,0,5,0,5,0,3,0,0,14,..,0,0,3,3,0,0,0,0,8,18,..,..,..,..,..,..,..,..,18,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,4,..,0,3,0,0,0,0,0,0,4,..,0,3,0,3,0,0,0,0,7,..,0,0,0,3,0,0,0,0,3,..,0,3,0,0,4,7,0,0,12,3,0,3,0,0,0,0,0,0,9,24,3,16,15,18,14,16,10,0,103
SSC70072,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,5,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,9
