SSC_CODE_2016,M_Y12e_15_19,M_Y12e_20_24,M_Y12e_25_34,M_Y12e_35_44,M_Y12e_45_54,M_Y12e_55_64,M_Y12e_65_74,M_Y12e_75_84,M_Y12e_85ov,M_Y12e_Tot,M_Y11e_15_19,M_Y11e_20_24,M_Y11e_25_34,M_Y11e_35_44,M_Y11e_45_54,M_Y11e_55_64,M_Y11e_65_74,M_Y11e_75_84,M_Y11e_85ov,M_Y11e_Tot,M_Y10e_15_19,M_Y10e_20_24,M_Y10e_25_34,M_Y10e_35_44,M_Y10e_45_54,M_Y10e_55_64,M_Y10e_65_74,M_Y10e_75_84,M_Y10e_85ov,M_Y10e_Tot,M_Y9e_15_19,M_Y9e_20_24,M_Y9e_25_34,M_Y9e_35_44,M_Y9e_45_54,M_Y9e_55_64,M_Y9e_65_74,M_Y9e_75_84,M_Y9e_85ov,M_Y9e_Tot,M_Y8b_15_19,M_Y8b_20_24,M_Y8b_25_34,M_Y8b_35_44,M_Y8b_45_54,M_Y8b_55_64,M_Y8b_65_74,M_Y8b_75_84,M_Y8b_85ov,M_Y8b_Tot,M_DNGTS_15_19,M_DNGTS_20_24,M_DNGTS_25_34,M_DNGTS_35_44,M_DNGTS_45_54,M_DNGTS_55_64,M_DNGTS_65_74,M_DNGTS_75_84,M_DNGTS_85_ov,M_DNGTS_Tot,M_Hghst_yr_schl_ns_15_19,M_Hghst_yr_schl_ns_20_24,M_Hghst_yr_schl_ns_25_34,M_Hghst_yr_schl_ns_35_44,M_Hghst_yr_schl_ns_45_54,M_Hghst_yr_schl_ns_55_64,M_Hghst_yr_schl_ns_65_74,M_Hghst_yr_schl_ns_75_84,M_Hghst_yr_schl_ns_85_ovr,M_Hghst_yr_schl_ns_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Y12e_15_19,F_Y12e_20_24,F_Y12e_25_34,F_Y12e_35_44,F_Y12e_45_54,F_Y12e_55_64,F_Y12e_65_74,F_Y12e_75_84,F_Y12e_85ov,F_Y12e_Tot,F_Y11e_15_19,F_Y11e_20_24,F_Y11e_25_34,F_Y11e_35_44,F_Y11e_45_54,F_Y11e_55_64,F_Y11e_65_74,F_Y11e_75_84,F_Y11e_85ov,F_Y11e_Tot,F_Y10e_15_19,F_Y10e_20_24,F_Y10e_25_34,F_Y10e_35_44,F_Y10e_45_54,F_Y10e_55_64,F_Y10e_65_74,F_Y10e_75_84,F_Y10e_85ov,F_Y10e_Tot,F_Y9e_15_19,F_Y9e_20_24,F_Y9e_25_34,F_Y9e_35_44,F_Y9e_45_54,F_Y9e_55_64,F_Y9e_65_74,F_Y9e_75_84,F_Y9e_85ov,F_Y9e_Tot,F_Y8b_15_19,F_Y8b_20_24,F_Y8b_25_34,F_Y8b_35_44,F_Y8b_45_54,F_Y8b_55_64,F_Y8b_65_74,F_Y8b_75_84,F_Y8b_85ov,F_Y8b_Tot,F_DNGTS_15_19,F_DNGTS_20_24,F_DNGTS_25_34,F_DNGTS_35_44,F_DNGTS_45_54,F_DNGTS_55_64,F_DNGTS_65_74,F_DNGTS_75_84,F_DNGTS_85_ov,F_DNGTS_Tot,F_Hghst_yr_schl_ns_15_19,F_Hghst_yr_schl_ns_20_24,F_Hghst_yr_schl_ns_25_34,F_Hghst_yr_schl_ns_35_44,F_Hghst_yr_schl_ns_45_54,F_Hghst_yr_schl_ns_55_64,F_Hghst_yr_schl_ns_65_74,F_Hghst_yr_schl_ns_75_84,F_Hghst_yr_schl_ns_85_ovr,F_Hghst_yr_schl_ns_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Y12e_15_19,P_Y12e_20_24,P_Y12e_25_34,P_Y12e_35_44,P_Y12e_45_54,P_Y12e_55_64,P_Y12e_65_74,P_Y12e_75_84,P_Y12e_85ov,P_Y12e_Tot,P_Y11e_15_19,P_Y11e_20_24,P_Y11e_25_34,P_Y11e_35_44,P_Y11e_45_54,P_Y11e_55_64,P_Y11e_65_74,P_Y11e_75_84,P_Y11e_85ov,P_Y11e_Tot,P_Y10e_15_19,P_Y10e_20_24,P_Y10e_25_34,P_Y10e_35_44,P_Y10e_45_54,P_Y10e_55_64,P_Y10e_65_74,P_Y10e_75_84,P_Y10e_85ov,P_Y10e_Tot,P_Y9e_15_19,P_Y9e_20_24,P_Y9e_25_34,P_Y9e_35_44,P_Y9e_45_54,P_Y9e_55_64,P_Y9e_65_74,P_Y9e_75_84,P_Y9e_85ov,P_Y9e_Tot
SSC70164,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,3,0,0,0,3,3,7,0,0,15,0,0,4,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,10,0,0,4,8,0,3,0,0,0,16,0,0,5,5,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0
SSC70165,0,7,3,20,7,8,7,0,0,47,3,3,0,6,0,5,0,0,0,19,3,3,8,4,16,9,3,0,0,49,0,0,3,0,6,0,0,0,0,9,0,0,0,0,3,5,3,0,0,9,0,0,0,0,0,0,0,0,0,0,4,3,3,7,12,3,6,0,0,41,14,13,21,37,41,27,18,4,0,180,3,12,14,15,3,12,0,0,0,56,0,0,4,7,10,9,3,0,0,25,0,3,3,3,10,5,0,0,0,26,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,4,5,4,7,8,0,3,0,45,7,23,30,33,30,34,3,4,0,164,4,15,15,35,6,17,9,0,0,103,0,3,3,12,9,8,0,0,0,48,3,6,11,9,22,19,3,0,0,78,0,0,7,0,9,4,0,0,0,21
SSC70166,0,7,3,5,3,4,0,0,0,25,0,0,3,3,0,0,0,0,0,12,0,3,6,0,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,9,16,11,11,11,3,0,0,64,0,4,10,14,3,0,0,0,0,32,0,0,0,0,0,3,0,0,0,10,0,0,0,3,4,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,9,15,13,7,7,4,0,0,57,0,9,18,15,3,4,0,0,0,55,0,3,7,0,7,4,0,0,0,22,0,4,4,5,5,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0
SSC70167,9,23,70,69,64,42,24,5,3,314,5,7,15,5,21,16,5,0,0,78,9,8,17,20,11,11,16,5,0,101,4,0,0,0,5,3,5,0,0,26,0,0,5,10,5,5,11,3,0,38,0,0,0,0,0,0,0,0,0,3,10,7,34,16,17,7,3,5,0,103,37,50,149,126,129,85,56,30,3,660,13,25,95,87,60,40,21,3,0,349,0,3,14,7,19,14,5,0,0,70,5,0,17,20,18,12,17,3,0,97,0,3,4,8,7,3,6,0,0,35,0,0,8,5,3,7,10,3,0,34,0,0,3,0,0,0,0,0,0,3,3,7,24,19,13,6,13,3,0,87,22,42,161,141,127,89,70,22,0,677,25,47,167,154,127,85,44,14,3,662,8,12,29,18,46,32,8,3,0,150,12,13,35,38,28,24,30,11,0,194,4,7,13,12,13,5,8,3,0,60
SSC70168,21,47,141,164,79,25,11,7,0,498,0,4,25,15,16,11,4,0,0,74,3,18,24,16,24,7,4,0,0,91,0,0,0,3,3,3,0,0,0,14,0,0,0,0,6,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,18,17,11,0,4,0,0,59,30,70,204,214,142,50,24,6,0,749,25,54,185,160,77,20,11,0,0,531,5,6,18,15,11,10,0,0,0,65,3,9,12,17,22,8,4,3,0,80,0,0,0,0,0,5,3,0,0,10,0,0,0,3,5,5,8,3,0,18,0,0,0,0,0,0,0,0,0,0,6,3,8,10,13,4,0,3,0,51,41,80,222,205,128,53,29,9,0,762,42,104,323,324,157,43,25,6,0,1033,4,11,38,29,32,15,3,0,0,140,6,25,36,29,45,17,8,3,0,172,3,0,0,4,7,6,3,0,0,26
SSC70169,32,42,121,117,79,75,31,3,3,507,3,7,27,28,27,19,6,0,0,128,0,8,38,25,45,54,23,4,3,203,4,3,7,5,10,8,3,0,0,46,0,0,3,10,9,14,11,7,0,60,0,0,0,3,3,0,3,3,0,18,10,13,32,28,16,25,18,3,0,136,51,69,226,219,189,199,105,25,11,1093,18,65,138,139,101,67,23,8,0,567,3,8,19,21,46,27,7,0,0,129,5,6,30,23,37,41,20,4,0,170,7,3,9,4,5,7,3,4,3,41,0,0,5,8,4,16,12,3,0,64,0,0,0,4,3,8,7,0,0,16,13,12,33,22,23,26,15,5,0,155,46,99,237,222,227,195,88,31,6,1149,46,105,264,256,183,146,63,18,7,1069,8,14,43,51,76,49,16,0,0,253,10,18,66,53,84,91,39,13,3,371,10,6,13,14,18,21,10,3,4,88
SSC70170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC70171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70172,3,25,68,33,30,15,3,0,0,180,15,26,33,20,10,7,0,0,0,115,13,26,34,39,16,3,0,0,0,139,12,13,17,14,12,8,3,0,0,79,8,7,12,13,14,15,3,3,0,81,3,8,21,10,19,3,5,0,0,62,7,15,26,97,14,13,0,0,0,183,61,116,222,224,119,71,16,4,0,835,10,32,66,30,30,18,0,0,0,193,15,26,38,19,14,9,0,0,0,120,10,20,32,28,21,13,0,0,0,120,7,11,13,17,10,3,0,0,0,59,13,14,18,16,14,10,4,0,0,92,0,4,6,5,11,7,3,3,0,48,9,23,32,73,25,13,0,0,3,177,65,126,209,191,126,76,10,11,3,806,13,51,137,65,55,41,7,0,0,376,26,50,79,40,24,13,0,0,0,241,27,40,65,65,36,18,0,0,0,260,17,23,31,24,25,9,3,0,0,137
SSC70173,0,0,0,4,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,0,4,3,3,3,0,0,0,16,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,4,0,6,10,4,10,0,0,0,40,0,0,0,5,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,5,11,5,5,0,0,0,27,0,0,0,5,4,3,0,0,0,14,0,0,0,0,3,0,0,0,0,3,3,0,7,5,4,7,0,0,0,24,0,0,0,0,0,3,0,0,0,7
SSC70174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70176,8,13,23,31,31,14,5,0,0,116,0,3,4,6,25,9,0,0,0,51,0,13,3,25,22,16,4,0,0,80,0,0,0,3,4,3,0,0,0,8,0,0,0,0,0,4,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,9,4,0,0,21,9,28,34,65,79,54,18,4,0,282,3,8,29,37,35,14,7,0,0,139,0,3,3,7,8,3,0,0,0,29,0,0,3,7,15,12,0,0,0,40,0,0,0,0,3,3,3,3,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,6,3,0,0,19,6,15,40,52,61,41,11,7,0,242,12,22,47,66,66,28,9,0,0,251,0,3,7,12,34,12,3,3,0,80,0,8,9,28,30,29,4,3,0,118,0,0,0,3,8,12,6,3,0,23
SSC70177,3,3,10,15,7,5,3,0,0,48,0,5,3,8,3,13,0,0,0,31,0,3,4,12,21,18,3,0,0,64,0,0,0,0,4,3,4,3,0,22,0,0,0,4,7,3,7,3,0,17,0,0,0,0,4,0,0,0,0,5,0,6,5,3,15,12,3,4,0,41,7,15,27,42,57,49,18,12,0,239,3,3,12,13,10,0,3,0,0,40,0,0,4,0,11,3,0,0,0,14,0,3,10,6,14,10,3,0,0,37,0,0,0,3,3,0,3,3,0,13,0,0,0,4,3,4,3,0,0,14,0,0,3,0,0,0,0,0,0,3,0,0,4,5,9,0,0,0,0,23,3,8,29,30,43,14,14,4,0,141,3,9,20,27,18,10,6,0,0,96,0,5,7,10,11,15,0,0,0,47,3,3,14,18,28,26,5,0,0,99,0,0,0,5,8,3,4,5,0,30
SSC70178,6,33,76,70,42,55,31,11,3,322,3,7,7,10,21,21,12,0,0,83,0,5,18,15,36,36,16,3,0,126,0,0,4,0,8,8,10,3,0,31,0,0,0,0,0,7,5,5,0,14,0,0,0,0,0,0,0,0,0,3,9,13,29,21,17,15,6,3,0,114,19,57,129,112,121,144,76,21,7,692,4,28,83,78,57,42,25,3,0,319,0,3,5,11,25,22,9,0,0,75,0,4,10,7,17,34,21,5,0,94,0,0,0,0,3,6,7,0,0,21,0,0,0,3,0,0,8,0,0,19,0,0,0,0,0,0,0,0,0,0,5,6,18,0,9,10,5,0,0,62,10,35,112,99,119,124,69,13,5,587,9,56,161,146,103,95,50,9,3,649,3,9,14,16,49,46,20,0,0,156,0,11,25,21,54,65,42,10,0,221,0,0,4,0,5,15,16,3,3,46
SSC70179,0,11,7,4,4,6,0,3,0,33,0,0,0,7,0,0,0,0,0,10,0,0,3,8,8,9,5,0,0,32,0,0,0,0,6,3,0,0,0,12,0,0,0,0,7,6,4,3,0,19,0,0,0,0,0,3,3,0,0,4,0,8,10,9,6,10,11,0,0,50,3,18,17,28,32,35,26,10,0,163,0,0,7,9,3,0,6,0,0,24,0,0,0,0,3,3,0,0,0,8,0,0,3,3,10,8,0,0,0,31,3,0,0,0,0,3,0,0,0,14,0,0,0,0,4,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,13,10,0,0,42,5,3,17,20,30,32,19,8,0,129,0,10,11,14,8,7,9,6,0,61,0,0,0,7,3,3,0,0,0,20,0,0,4,7,21,20,9,0,0,63,3,0,4,0,8,4,3,0,0,28
SSC70180,3,8,19,11,3,4,3,0,0,53,0,0,3,0,10,0,3,0,0,21,3,0,4,12,15,8,10,0,0,52,0,4,0,0,3,5,0,0,0,16,3,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,3,0,4,6,4,0,0,0,14,10,15,28,28,37,22,17,3,0,164,0,3,9,3,6,3,4,0,0,20,0,5,0,0,3,0,0,0,0,9,0,0,3,4,4,6,4,0,0,23,0,0,0,3,0,3,0,0,0,9,3,0,0,0,3,3,3,0,0,15,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,3,0,0,0,15,11,12,9,8,11,26,16,0,0,93,3,10,27,14,9,8,7,0,0,74,3,3,3,0,11,3,0,0,0,31,4,3,4,13,13,22,13,0,0,77,0,5,0,4,3,6,0,0,0,26
SSC70181,0,9,11,31,9,17,10,3,0,94,8,5,5,19,14,7,5,0,0,62,4,3,12,19,16,21,9,0,0,81,3,0,0,0,3,0,0,4,0,12,0,0,0,3,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,10,4,11,10,4,0,46,16,22,35,71,54,55,38,17,0,306,0,9,27,41,19,12,11,3,0,125,0,0,0,9,4,7,3,0,0,29,0,0,4,15,7,14,6,3,0,57,0,0,3,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,8,6,9,4,3,3,40,10,9,48,76,46,41,29,13,3,268,5,14,41,74,30,29,21,13,0,220,6,8,9,25,18,16,3,0,0,88,7,6,13,30,29,34,16,3,0,138,3,0,3,0,4,3,3,4,0,26
SSC70182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,16,3,9,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70184,0,0,11,0,4,0,3,0,0,17,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,11,3,6,3,3,0,0,37,0,0,3,0,3,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,5,0,0,14,0,3,11,3,8,0,3,0,0,31,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
SSC70185,3,3,10,4,3,4,0,0,0,26,3,4,3,5,0,3,0,0,0,20,0,3,9,16,14,5,0,0,0,52,0,0,0,3,7,7,0,0,0,20,3,0,4,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,8,23,24,34,30,20,3,0,0,135,0,8,6,5,5,5,3,0,0,33,3,4,7,7,7,6,0,0,0,32,0,5,12,3,13,8,0,0,0,45,0,0,0,0,3,3,0,0,0,9,0,0,4,0,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,21,28,17,30,16,3,3,0,138,4,8,11,5,11,9,5,0,0,57,5,14,7,9,8,8,0,0,0,51,3,9,18,24,25,14,0,0,0,94,0,4,0,3,9,4,0,0,0,32
SSC70186,3,21,26,26,23,8,0,0,0,106,9,11,15,17,3,0,0,0,0,53,10,10,35,13,9,9,0,0,0,87,6,3,11,5,3,3,3,0,0,37,5,12,14,21,17,12,7,0,0,98,0,4,3,3,7,3,0,0,0,18,0,0,4,4,3,0,0,0,0,16,40,59,112,91,68,35,12,0,0,421,5,17,25,29,23,8,0,0,0,110,16,10,18,11,4,0,0,0,0,58,3,7,19,17,11,7,0,0,0,67,4,0,15,14,3,0,0,3,0,38,8,7,15,18,22,25,13,0,0,103,0,0,0,3,0,0,0,0,0,4,0,0,5,5,3,3,0,0,0,18,38,37,98,98,67,43,15,3,0,407,8,35,55,51,39,20,3,0,0,211,25,19,30,29,6,0,3,0,0,115,16,17,50,36,26,16,0,0,0,159,11,4,26,19,6,3,3,3,0,76
SSC70187,21,42,186,125,72,46,25,12,0,533,7,6,24,18,30,26,3,3,0,120,3,4,26,25,39,35,15,10,0,164,0,3,4,6,0,4,4,3,0,25,0,0,3,0,5,9,10,11,0,42,0,0,0,0,0,0,0,3,0,7,10,14,35,21,24,13,14,7,0,129,39,73,276,206,177,131,75,48,3,1020,9,43,191,148,98,49,24,9,0,567,3,7,14,17,33,19,7,0,0,93,0,10,14,18,27,23,23,6,0,111,0,0,4,4,3,10,7,4,0,30,0,0,3,6,5,16,11,10,3,54,0,0,0,0,0,3,3,0,0,7,6,16,23,22,20,16,14,3,4,133,26,74,239,210,183,134,88,34,4,1006,32,84,374,277,170,92,52,18,0,1099,11,17,35,37,60,46,12,4,0,216,6,14,39,44,64,51,37,16,0,274,0,6,11,14,5,14,5,4,0,63
SSC70188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,3,12,8,10,10,3,6,0,0,52,3,12,8,11,10,4,7,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,16,11,11,3,0,0,0,54,7,9,16,12,11,3,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70189,6,3,4,11,4,3,0,0,0,29,0,0,6,5,3,0,0,0,0,22,6,16,23,8,5,3,0,0,0,62,0,0,9,7,0,0,0,0,0,23,4,0,5,0,3,3,0,0,0,17,0,0,0,0,0,3,5,0,0,10,5,4,4,0,0,3,0,0,0,18,22,22,59,28,17,21,10,0,0,181,3,3,6,4,4,0,0,0,0,22,5,5,21,12,7,0,0,0,0,53,4,10,17,13,6,3,0,0,0,45,0,3,6,4,3,3,0,0,0,18,0,3,3,4,7,5,0,0,0,22,0,0,0,0,0,4,0,0,0,5,0,6,9,0,3,4,0,0,0,20,19,26,64,33,29,19,0,3,0,184,6,3,11,13,6,4,0,0,0,54,10,8,32,12,10,0,0,0,0,77,9,24,39,14,12,4,0,0,0,106,0,3,19,6,3,5,0,0,0,37
SSC70190,3,6,6,4,0,0,3,0,0,23,0,3,8,0,3,0,0,0,0,22,4,0,10,3,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,21,11,13,6,11,0,0,80,0,3,3,0,0,0,0,0,0,8,0,3,4,6,3,4,0,0,0,25,0,0,3,10,3,4,0,0,0,22,3,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,8,20,19,7,13,3,0,0,74,3,7,10,4,0,0,5,0,0,32,0,3,16,10,6,4,0,0,0,43,3,0,17,11,9,5,0,0,0,47,3,0,3,4,3,0,0,0,0,12
SSC70191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
