SSC_CODE_2016,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
SSC70001,0,0,0,0,23,5,24,0,0,0,0,13,0,15,18,0,0,15,22,7,49,24,3,0,25,24,10,67,11,0,0,14,39,8,60,3,5,0,5,35,9,49,0,4,0,4,17,5,22,0,0,0,0,3,0,3,0,0,0,0,0,0,0,55,13,0,69,172,49,291,0,3,0,3,10,3,16,4,0,0,4,5,3,19,18,0,0,23,12,3,45,29,0,0,30,15,7,52,17,8,0,20,34,11,69,0,9,0,6,31,4,48,0,0,0,0,10,3,19,0,0,0,0,0,0,3,0,0,0,0,0,0,0,70,18,0,87,131,37,255,0,3,0,3,31,10,38,3,0,0,3,21,7,27,37,0,4,38,36,10,92,49,3,0,60,39,17,118,26,8,0,36,76,15,127,4,11,0,15,68,11,97,0,4,0,4,28,11,43,0,0,0,0,4,0,6,0,0,0,0
SSC70002,0,0,0,0,0,0,3,0,0,0,3,7,0,13,6,4,0,7,5,0,15,6,0,0,6,4,0,15,0,3,0,8,12,9,28,0,0,0,0,21,5,31,0,4,0,4,30,7,37,0,0,0,0,9,3,8,0,0,0,0,0,0,0,15,9,0,26,95,29,145,0,0,0,0,3,3,9,4,0,0,3,9,0,15,11,0,0,11,5,4,18,6,3,0,9,7,5,11,9,5,0,13,24,0,35,0,4,0,4,16,3,20,0,0,0,0,13,3,15,0,0,0,0,3,0,7,0,0,0,0,3,0,3,21,12,0,32,80,20,138,0,0,0,0,5,5,7,3,0,0,5,13,0,20,15,4,0,19,12,6,32,13,3,0,11,10,4,23,8,6,0,16,40,12,65,0,7,0,7,38,10,54,0,3,0,3,41,7,55,0,0,0,0,11,3,13,0,0,0,0
SSC70003,0,3,0,3,58,9,73,4,0,0,4,51,3,56,27,3,0,30,120,19,175,62,4,0,73,80,23,175,39,10,0,52,83,13,147,3,11,0,10,69,13,96,0,6,0,13,80,14,100,0,0,0,0,14,7,24,0,0,0,0,5,4,9,137,46,4,188,561,107,853,0,10,0,10,30,3,42,6,4,0,11,61,7,83,51,6,3,62,94,21,180,84,7,5,98,58,19,173,35,8,0,39,97,10,150,0,23,0,25,78,15,112,0,9,0,9,61,9,84,0,7,0,7,22,9,32,0,0,0,0,5,0,5,178,70,8,259,507,100,863,0,16,0,16,87,16,117,8,4,0,13,109,11,134,81,8,3,87,221,41,353,151,12,4,164,134,43,347,76,17,0,88,177,28,296,3,33,0,35,151,27,207,0,21,0,20,136,24,181,0,7,0,7,40,12,54,0,0,0,0
SSC70004,6,3,3,7,11,3,25,6,3,0,14,10,0,21,11,3,8,16,22,11,45,3,0,3,3,11,4,22,0,3,0,7,17,6,23,0,3,0,3,5,3,11,0,0,0,0,7,0,6,0,3,0,3,0,0,3,0,0,0,0,3,0,3,22,18,15,55,86,23,164,3,0,3,8,8,3,19,9,3,3,16,11,3,27,10,0,3,18,16,7,36,6,5,4,19,12,3,38,0,8,0,9,17,0,25,0,6,0,9,7,0,14,0,3,3,5,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,28,16,74,71,31,175,7,3,5,12,17,13,43,17,5,6,31,24,3,50,23,3,8,34,34,17,88,9,7,8,21,24,5,52,3,9,0,11,36,4,55,0,9,0,13,11,4,28,0,0,3,6,5,5,15,0,3,0,3,0,0,0,0,0,0,0
SSC70005,0,0,0,0,4,4,3,0,0,0,0,3,3,4,4,0,0,3,18,12,29,3,0,0,3,16,12,25,0,3,0,3,16,20,35,0,0,0,0,16,14,28,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,11,79,57,149,0,0,0,0,0,0,6,0,0,0,0,8,0,11,9,0,0,9,9,14,31,3,3,0,8,7,11,30,0,3,0,3,18,10,26,0,0,0,0,7,4,17,0,0,0,0,6,6,13,0,0,0,0,3,0,4,0,0,0,0,0,0,0,11,6,0,17,68,50,132,0,0,0,0,4,3,11,0,0,0,3,6,3,14,8,3,0,15,30,18,66,3,3,0,6,21,24,58,0,3,0,3,33,23,66,0,0,0,0,30,17,44,0,0,0,0,13,7,23,0,0,0,0,3,0,3,0,0,0,0
SSC70006,0,5,0,7,4,4,10,6,5,0,8,13,4,29,13,6,4,26,20,5,46,4,3,0,7,15,0,22,0,3,0,6,7,0,22,3,4,3,6,7,0,19,0,3,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,21,10,62,80,15,154,0,0,0,0,17,3,21,7,0,0,6,3,0,17,17,0,4,22,12,5,39,3,5,0,11,15,0,22,0,9,3,10,14,0,29,3,0,0,3,7,0,12,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,20,12,61,65,16,144,0,5,0,8,17,4,33,12,4,0,16,20,6,44,30,8,4,46,37,7,91,6,6,3,18,23,0,41,3,11,7,22,18,6,47,3,6,4,15,15,0,33,0,6,0,6,3,0,5,0,0,0,0,0,0,0,0,0,0,0
SSC70007,0,0,0,0,10,4,8,0,0,0,0,14,11,25,33,0,0,37,40,13,83,49,0,3,55,37,13,104,12,0,0,17,54,12,77,4,0,0,9,40,4,49,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,7,3,117,191,60,358,0,0,0,0,3,8,9,3,0,0,6,11,0,14,36,4,0,48,38,6,83,61,0,0,63,13,11,80,11,4,0,11,30,0,45,0,3,0,3,26,0,24,0,3,0,3,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,16,0,124,118,26,270,0,0,0,0,9,8,21,0,0,0,4,17,11,36,71,7,0,80,73,17,168,111,0,4,116,50,21,188,21,3,0,27,81,15,125,5,3,0,11,59,4,74,0,3,0,3,13,3,18,0,0,0,0,3,0,3,0,0,0,0
SSC70008,0,3,0,3,0,3,11,0,0,0,4,0,5,11,9,9,0,13,3,0,18,0,3,0,3,3,0,9,0,0,0,3,14,0,16,0,3,0,3,3,0,5,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,0,35,34,7,73,0,3,0,3,6,0,9,3,6,0,7,3,4,14,3,3,3,12,5,0,11,7,0,4,10,5,0,22,3,7,0,15,18,0,29,0,3,0,3,5,0,9,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,23,12,54,43,6,112,0,6,0,13,6,3,19,4,3,0,11,3,14,29,14,9,3,24,10,0,36,9,0,5,16,12,0,27,3,8,0,18,33,0,51,0,7,0,7,5,0,15,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0
SSC70009,0,4,8,12,3,3,17,0,6,13,27,0,0,23,13,4,14,29,0,0,29,0,3,13,12,3,5,21,3,4,13,17,3,7,30,0,3,0,5,0,0,8,0,4,0,6,0,0,6,0,0,0,3,0,0,3,0,0,0,0,0,0,0,15,33,61,110,16,12,138,0,9,10,17,0,3,25,5,6,17,26,3,3,28,9,3,14,22,3,0,29,3,3,16,20,3,0,25,3,3,11,16,0,0,16,0,3,7,4,5,0,13,0,0,3,7,0,0,7,0,0,0,3,0,0,3,0,0,0,0,0,0,0,20,28,73,116,11,6,141,0,11,17,32,4,3,39,5,15,31,46,3,3,54,21,6,24,48,4,0,58,4,5,29,34,4,5,45,4,12,16,39,3,7,48,0,4,6,11,7,0,18,0,6,5,9,0,0,9,0,5,3,5,0,0,5,0,0,0,0
SSC70010,0,0,0,0,3,0,8,0,0,0,0,3,0,4,4,0,0,4,12,6,16,3,0,0,5,0,0,9,0,0,0,0,3,0,7,0,0,0,0,3,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,28,9,46,0,0,0,0,4,0,4,0,0,0,0,3,4,8,0,0,0,0,3,0,7,3,0,0,3,4,0,9,0,3,0,3,6,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,13,25,4,39,0,0,0,0,8,0,13,0,0,0,0,8,3,11,5,0,0,5,12,4,27,5,0,0,10,5,0,10,0,3,0,4,9,0,11,0,0,0,0,7,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70011,0,8,0,9,36,11,61,5,7,3,11,18,4,42,15,3,0,21,25,13,59,21,3,3,22,25,6,57,13,7,0,22,11,9,43,0,3,0,7,7,12,25,0,7,0,7,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,41,5,101,134,63,290,0,19,0,19,30,17,71,10,9,3,16,18,3,41,32,7,0,41,26,19,78,20,6,4,32,20,8,65,12,11,3,31,17,9,56,0,4,0,4,17,12,31,0,4,0,4,5,0,6,0,0,0,0,0,5,6,0,0,0,0,0,0,0,66,65,8,146,132,80,350,0,33,0,34,60,33,131,15,10,3,28,38,9,81,44,14,3,62,48,27,141,34,15,8,55,48,19,118,22,24,3,48,30,21,98,0,5,0,8,28,22,54,0,6,0,6,9,0,15,0,0,0,0,0,7,4,0,0,0,0
SSC70012,0,0,0,0,3,0,3,0,0,0,0,0,0,5,5,0,0,8,5,3,21,0,0,0,0,4,0,3,0,0,0,3,0,0,3,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,7,18,15,9,42,0,0,0,0,0,0,3,0,3,0,3,0,0,3,10,0,0,12,7,0,18,3,0,0,5,3,0,5,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,19,11,0,35,0,3,0,3,3,0,6,0,3,0,3,0,0,6,12,4,5,21,10,7,38,4,0,0,3,8,0,10,0,4,4,11,3,0,9,0,0,0,0,7,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0
SSC70013,0,7,0,8,3,0,16,4,3,0,5,6,0,14,12,4,0,18,12,5,34,15,4,0,18,18,3,38,8,3,0,8,18,3,29,0,3,0,3,11,0,13,3,0,0,4,9,3,18,0,0,0,0,3,0,3,0,0,0,0,0,0,0,41,22,3,66,81,16,162,0,7,0,4,11,3,20,6,5,0,12,0,0,14,14,4,0,24,14,0,37,13,6,4,25,8,0,40,12,12,0,18,11,3,33,0,11,0,7,18,4,25,0,0,0,0,14,0,10,0,0,0,3,6,0,9,0,0,0,0,3,0,3,49,40,10,97,86,14,197,6,11,0,14,10,5,30,8,4,0,16,11,0,27,31,7,0,36,23,4,69,30,10,3,41,29,6,76,15,12,0,30,30,8,64,3,14,0,15,28,3,40,3,0,0,5,18,3,30,0,0,0,3,10,0,12,0,0,0,0
SSC70014,0,3,0,5,57,7,69,0,3,0,6,64,8,76,36,8,0,46,102,20,164,82,0,3,84,70,13,164,56,5,0,65,80,11,159,26,14,0,38,95,13,145,0,12,0,15,64,10,85,0,0,0,0,21,0,24,0,0,0,0,3,0,3,202,51,3,256,555,85,896,0,6,0,9,58,7,71,3,11,0,13,57,9,76,85,7,0,91,62,14,167,103,6,9,116,56,16,184,42,13,6,58,92,11,161,7,30,0,30,103,9,144,0,14,0,16,49,4,68,0,3,0,3,23,0,22,0,0,0,0,0,0,0,234,89,16,338,493,76,902,3,14,0,10,116,12,142,4,14,0,17,116,13,147,121,12,0,134,163,33,336,182,7,7,200,120,28,350,99,16,4,126,176,21,325,29,38,0,68,197,26,290,0,32,0,33,105,18,155,0,5,0,5,40,4,45,0,0,0,0
SSC70015,0,10,0,9,74,15,91,0,3,0,7,59,12,79,58,0,4,69,106,16,185,92,3,3,97,74,10,184,55,8,0,65,108,20,196,16,17,0,29,125,14,171,3,3,0,7,48,3,54,0,0,0,0,17,7,24,0,0,0,0,3,0,3,231,37,9,280,615,94,991,0,7,0,7,53,11,69,8,5,0,17,45,9,68,92,3,7,102,94,25,223,108,12,5,127,71,22,214,50,17,3,74,121,26,211,3,26,0,31,109,21,164,0,8,0,8,46,9,65,0,0,0,0,13,3,18,0,0,0,0,3,4,7,268,77,21,360,556,123,1041,0,10,0,10,126,17,163,7,7,0,20,104,19,141,150,3,14,166,197,37,407,203,10,12,222,145,30,404,112,25,4,138,224,41,409,18,42,0,61,239,37,329,3,9,0,14,96,10,118,0,3,0,3,30,10,49,0,0,0,0
SSC70016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70017,3,3,0,3,3,3,7,3,8,0,8,0,5,13,3,3,3,10,5,3,14,3,3,0,6,4,0,9,0,0,0,3,0,0,3,0,3,0,3,6,4,13,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,7,36,20,12,73,0,0,0,0,0,0,3,4,7,0,7,0,9,20,7,5,3,15,3,0,16,4,3,9,11,3,0,15,0,11,0,11,3,0,10,0,6,0,6,5,0,12,0,5,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,33,10,57,18,17,89,3,6,0,7,3,3,15,8,10,0,17,4,11,34,7,7,5,17,9,3,33,3,5,7,19,8,0,29,0,10,0,11,3,0,14,0,11,0,11,14,5,25,0,3,0,7,6,0,15,0,0,0,0,0,0,0,0,0,0,0
SSC70018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,9,0,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70019,0,3,0,3,3,6,9,0,0,4,4,3,0,7,0,0,0,3,15,0,18,3,0,0,5,19,7,28,0,0,3,3,15,0,20,3,0,0,4,13,0,17,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,10,16,80,10,105,0,4,0,4,5,0,11,0,0,0,0,3,4,7,5,0,7,8,20,0,26,0,0,0,3,8,0,14,3,0,0,3,17,0,14,0,0,0,0,16,3,25,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,5,25,81,5,109,0,4,0,5,6,5,19,0,0,6,6,4,4,12,4,0,5,13,34,0,47,7,0,3,11,25,7,43,3,0,3,3,31,0,37,3,6,0,3,33,3,39,0,0,0,0,18,0,18,0,0,0,0,0,0,0,0,0,0,0
SSC70020,0,0,0,0,8,0,7,3,0,3,4,3,3,9,6,0,9,11,0,0,10,7,4,3,11,4,0,17,4,0,0,6,10,3,13,0,0,0,0,11,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,16,7,10,37,28,7,72,0,3,0,6,4,0,8,3,0,3,3,0,0,9,9,3,6,16,4,0,25,4,0,0,10,5,0,11,3,0,0,8,0,0,9,0,3,0,3,7,0,8,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,13,16,46,25,7,77,0,6,0,7,11,0,15,3,0,6,8,0,3,17,16,3,11,30,3,0,39,11,3,3,21,10,0,29,7,3,0,10,8,3,21,0,3,0,3,12,3,17,0,0,0,0,0,3,11,0,3,0,3,0,0,6,0,0,0,0
SSC70021,0,0,0,0,5,3,8,3,0,0,3,7,14,24,0,0,0,4,8,22,33,0,0,0,0,3,6,13,5,0,0,4,3,4,13,0,0,0,0,5,0,7,0,0,0,0,0,0,3,0,0,0,0,4,0,5,0,0,0,0,0,0,0,7,6,0,15,36,49,99,0,0,0,0,4,0,6,0,0,3,6,3,4,13,5,5,0,12,4,9,22,0,0,0,8,3,5,11,4,0,0,3,12,3,19,0,3,0,3,0,4,7,0,7,0,7,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,7,27,30,30,91,0,0,0,0,6,4,14,4,0,3,4,11,17,33,7,3,0,14,12,27,52,0,0,0,8,10,10,27,3,3,0,11,14,6,30,0,0,0,0,8,4,17,0,4,0,4,4,0,8,0,0,0,0,4,0,5,0,0,0,0
SSC70022,0,5,0,7,70,9,83,7,9,0,15,93,8,115,95,10,0,111,189,29,322,117,3,0,119,112,17,253,43,9,3,56,135,15,208,15,13,0,24,91,18,126,0,3,0,3,34,5,40,0,0,0,0,10,0,10,0,0,0,0,0,0,0,278,54,4,337,741,94,1172,0,3,0,3,82,3,92,21,19,0,35,78,10,128,135,20,5,163,117,18,298,156,7,7,166,98,25,286,41,15,6,60,131,12,203,3,28,0,31,75,12,120,0,12,0,11,33,3,44,0,0,0,0,21,0,22,0,0,0,0,0,0,0,365,99,17,478,641,89,1202,0,11,0,16,146,17,177,27,23,0,51,174,16,240,229,29,10,271,306,48,626,275,13,7,289,211,41,542,92,19,6,116,265,27,411,21,36,0,57,165,32,250,0,12,0,15,70,8,85,0,0,0,0,38,0,39,0,0,0,0
SSC70023,0,0,0,3,9,0,16,0,4,0,10,5,0,18,12,6,4,20,18,0,37,6,3,0,11,10,3,20,0,3,0,4,10,0,18,0,3,0,3,3,0,6,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,26,21,0,48,61,3,116,0,7,0,7,8,0,11,4,0,0,11,5,3,18,23,9,3,33,8,4,50,3,3,0,6,7,0,17,4,8,0,9,13,0,24,0,3,0,3,3,0,12,0,5,0,5,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,32,8,76,51,9,131,0,4,0,9,15,0,25,9,8,0,20,12,3,32,41,14,5,59,25,5,90,12,5,0,15,18,3,32,4,10,0,19,20,0,37,0,4,0,4,10,0,15,0,4,0,4,4,0,11,0,0,0,0,0,0,3,0,0,0,0
SSC70024,0,0,0,0,10,3,18,0,0,0,0,10,3,13,3,0,0,5,8,4,23,6,4,0,6,8,4,25,8,4,3,18,21,14,50,0,3,0,4,23,7,37,0,0,0,0,25,14,39,0,0,0,0,12,0,10,0,0,0,0,0,0,0,26,8,3,37,119,51,212,3,0,0,0,11,0,9,3,3,0,7,6,3,13,11,0,0,12,11,6,27,13,0,0,16,3,13,27,10,4,0,11,29,7,40,0,3,0,3,28,4,35,0,3,0,4,13,4,15,0,0,0,0,7,0,7,0,0,0,0,4,0,4,38,13,0,49,99,34,187,3,0,0,6,20,9,32,3,5,0,5,12,4,28,11,5,0,16,24,12,52,18,4,0,24,12,12,50,19,6,3,23,48,18,93,0,3,0,9,54,15,70,0,3,0,4,33,18,55,0,0,0,0,12,0,11,0,0,0,0
SSC70025,0,3,0,3,57,10,65,0,3,0,4,73,21,98,23,3,0,26,135,22,185,47,0,0,49,64,10,124,37,4,0,41,80,13,136,3,4,0,8,74,3,88,0,4,0,4,32,3,39,0,0,0,0,8,0,8,0,0,0,0,3,0,3,113,24,0,140,530,80,749,0,3,0,7,42,3,52,3,3,0,3,42,4,52,39,8,0,50,90,16,160,65,3,3,74,39,10,124,27,9,0,34,80,8,127,3,18,0,22,62,7,89,0,5,0,8,25,0,32,0,0,0,0,3,0,7,0,0,0,0,4,0,4,144,44,7,196,390,46,633,0,3,0,5,100,11,121,3,4,0,7,113,20,148,67,9,0,79,229,36,346,109,4,3,123,101,21,246,64,15,3,81,162,21,260,4,18,0,28,139,9,173,0,9,0,13,52,8,72,0,0,0,0,11,0,12,0,0,0,0
SSC70026,0,0,0,0,21,3,24,0,0,0,0,24,4,28,13,0,0,19,17,4,40,18,0,0,16,35,9,57,21,3,0,26,52,10,82,5,0,0,3,53,7,68,0,3,0,6,28,7,37,0,0,0,0,15,0,15,0,0,0,0,3,0,3,57,13,3,71,252,39,363,0,0,0,0,18,3,22,3,3,0,3,14,5,28,14,0,0,20,13,3,35,32,5,0,41,15,3,57,14,3,0,15,47,3,67,3,8,0,9,39,8,59,0,3,0,3,27,0,35,0,0,0,0,7,0,11,0,0,0,0,4,0,4,71,23,3,94,192,32,316,0,0,0,0,47,4,47,3,3,0,3,45,7,56,33,0,0,34,34,8,73,53,5,0,54,52,11,116,30,9,0,41,95,10,150,7,8,0,17,89,22,122,0,9,0,6,60,7,72,0,0,0,0,25,0,22,0,0,0,0
SSC70027,0,4,0,4,57,11,76,5,3,0,11,82,6,103,109,10,0,118,139,14,275,112,3,4,118,69,7,200,29,3,0,32,66,9,113,3,7,0,13,36,7,52,0,3,0,3,15,0,17,0,0,0,0,9,3,12,0,0,0,0,4,0,4,256,42,6,307,470,63,844,0,10,0,10,46,6,63,23,4,0,30,78,9,112,154,12,11,176,98,19,293,120,5,5,133,46,18,198,15,9,0,30,47,7,84,0,13,0,15,38,5,58,0,12,0,13,23,0,33,0,0,0,0,19,3,23,0,0,0,0,0,0,0,321,63,16,399,394,65,860,0,18,0,18,106,11,136,25,11,0,36,157,14,214,269,23,11,300,232,34,562,230,13,10,250,115,28,395,45,16,0,61,116,19,200,3,18,0,22,70,10,108,0,11,0,10,33,0,53,3,0,0,3,25,6,29,0,0,0,0
