SSC_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
SSC70057,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC70058,..,0,0,0,3,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,..,0,0,3,3,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
SSC70059,..,3,126,110,73,60,30,12,3,414,..,15,61,26,16,14,3,3,0,139,..,0,0,5,7,6,3,0,0,24,204,..,..,..,..,..,..,..,..,204,..,24,..,..,..,..,..,..,..,24,..,40,17,6,3,0,0,0,0,69,..,10,13,3,0,3,4,0,0,29,..,7,26,3,3,5,0,0,0,43,..,24,47,11,12,9,4,3,0,108,..,7,19,23,31,37,32,17,3,162,6,3,8,8,0,0,3,0,0,29,212,124,310,202,152,133,83,39,7,1254,..,16,155,86,72,47,26,9,0,410,..,25,57,23,21,11,3,0,0,139,..,11,10,26,21,14,5,4,3,98,216,..,..,..,..,..,..,..,..,216,..,53,..,..,..,..,..,..,..,53,..,11,13,0,0,0,0,0,0,30,..,11,8,3,5,10,0,3,0,39,..,6,17,5,3,0,0,0,0,30
SSC70060,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC70061,..,0,10,16,19,15,8,3,0,71,..,0,0,6,3,4,0,0,0,19,..,0,0,0,0,0,0,0,0,0,38,..,..,..,..,..,..,..,..,38,..,11,..,..,..,..,..,..,..,11,..,9,0,0,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,6,7,4,0,14,0,0,0,3,0,0,3,0,0,6,36,20,16,24,27,25,18,9,0,175,..,0,14,11,23,14,7,0,0,77,..,3,3,3,3,0,0,0,0,14,..,0,0,0,0,0,0,0,0,6,33,..,..,..,..,..,..,..,..,33,..,6,..,..,..,..,..,..,..,6,..,5,0,0,0,0,0,0,0,9,..,0,0,0,0,0,3,0,0,4,..,3,0,0,0,0,0,0,0,6
SSC70062,..,3,5,10,13,10,5,3,0,43,..,17,20,7,3,7,0,0,0,55,..,0,0,0,0,0,0,0,0,3,45,..,..,..,..,..,..,..,..,45,..,3,..,..,..,..,..,..,..,3,..,3,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,5,..,13,5,0,0,0,0,0,0,21,..,4,5,7,6,7,3,4,0,36,0,3,3,0,0,0,0,0,0,6,45,45,52,23,17,22,15,4,0,224,..,0,12,4,11,7,10,0,0,46,..,15,23,3,3,5,3,0,0,54,..,0,6,3,6,5,0,0,0,26,31,..,..,..,..,..,..,..,..,31,..,5,..,..,..,..,..,..,..,5,..,0,3,0,0,0,0,0,0,6,..,5,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
SSC70063,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,13,..,0,0,0,3,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC70064,..,0,11,5,3,0,0,0,0,17,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,9,5,3,0,0,0,0,30,..,3,8,3,3,0,0,0,0,14,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC70065,..,0,20,32,40,45,27,7,0,180,..,6,17,10,19,10,10,0,0,59,..,0,0,0,0,0,3,0,0,9,124,..,..,..,..,..,..,..,..,124,..,14,..,..,..,..,..,..,..,14,..,17,12,5,0,0,0,0,0,37,..,5,0,3,4,3,3,0,0,15,..,0,3,0,0,3,0,0,0,13,..,3,5,0,3,0,0,0,0,11,..,3,0,4,7,16,13,3,0,46,0,0,0,0,0,3,0,0,0,4,124,43,58,55,74,81,49,14,3,504,..,0,29,39,48,44,13,9,0,187,..,4,10,16,12,3,8,3,0,60,..,0,3,5,11,0,0,0,0,22,117,..,..,..,..,..,..,..,..,117,..,13,..,..,..,..,..,..,..,13,..,20,3,3,0,0,0,0,0,27,..,4,3,3,3,0,10,4,0,19,..,6,3,0,0,0,0,0,0,8
SSC70066,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC70067,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,13,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC70068,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,8,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,6,3,3,0,0,0,0,0,20,..,0,0,0,0,0,0,0,0,3,..,0,4,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC70069,..,5,15,5,12,0,0,0,0,35,..,0,0,3,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,47,..,..,..,..,..,..,..,..,47,..,5,..,..,..,..,..,..,..,5,..,5,0,0,0,0,0,0,0,6,..,3,6,0,3,0,0,0,0,13,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,47,16,16,13,10,3,0,0,0,114,..,7,13,6,11,0,0,0,0,38,..,0,0,4,0,0,0,0,0,3,..,3,4,3,0,0,0,0,0,15,27,..,..,..,..,..,..,..,..,27,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,4,0,4,0,0,0,0,7,..,0,0,0,0,0,0,0,0,3
SSC70070,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC70071,..,0,3,0,4,3,3,5,0,19,..,0,3,0,6,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,12,..,..,..,..,..,..,..,..,12,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,7,0,0,3,0,0,0,3,0,0,0,0,0,7,12,0,10,4,13,4,9,3,0,58,..,0,0,3,0,3,4,0,0,17,..,0,0,0,3,0,0,0,0,4,..,0,0,0,0,0,0,0,0,4,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3
SSC70072,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,7,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC70073,..,7,200,197,111,114,56,11,3,690,..,33,219,53,45,35,5,0,0,396,..,0,0,6,6,5,3,0,0,25,231,..,..,..,..,..,..,..,..,231,..,19,..,..,..,..,..,..,..,19,..,19,22,10,0,0,0,0,0,53,..,21,25,6,5,3,3,0,0,57,..,21,68,7,8,3,0,0,0,105,..,76,186,39,19,13,0,0,0,331,..,38,170,107,126,102,44,9,5,602,3,6,23,17,14,6,0,0,0,86,240,252,914,443,337,283,111,16,10,2608,..,26,259,163,113,90,37,7,3,695,..,77,221,35,35,15,4,0,0,398,..,3,9,15,17,12,0,0,0,56,210,..,..,..,..,..,..,..,..,210,..,32,..,..,..,..,..,..,..,32,..,16,14,3,0,0,0,0,0,34,..,13,16,4,7,3,0,0,0,51,..,23,53,3,7,0,0,0,0,83
SSC70074,..,0,7,14,18,20,13,0,0,76,..,0,9,18,15,6,0,0,0,57,..,0,0,0,6,0,0,0,0,7,75,..,..,..,..,..,..,..,..,75,..,12,..,..,..,..,..,..,..,12,..,7,0,0,0,0,0,0,0,11,..,0,5,0,0,0,0,0,0,3,..,3,0,3,0,0,0,0,0,5,..,0,4,0,3,0,0,0,0,5,..,0,0,10,19,17,10,3,0,57,0,0,0,3,0,3,0,0,0,6,72,24,28,48,59,47,25,7,0,323,..,4,7,15,15,19,14,0,0,86,..,5,16,15,10,3,0,0,0,54,..,0,0,6,6,0,0,0,0,9,69,..,..,..,..,..,..,..,..,69,..,11,..,..,..,..,..,..,..,11,..,6,0,0,0,0,0,0,0,10,..,0,0,0,0,0,3,0,0,5,..,0,0,0,0,0,0,0,0,0
SSC70075,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC70076,..,4,3,9,3,0,0,0,0,19,..,3,3,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,20,..,..,..,..,..,..,..,..,20,..,0,..,..,..,..,..,..,..,0,..,3,3,0,3,0,0,0,0,12,..,3,4,4,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,3,3,0,0,0,0,0,0,3,..,0,0,4,0,3,0,0,0,6,0,5,0,0,0,0,0,0,0,7,24,15,15,12,6,4,6,3,0,84,..,3,7,3,0,0,3,0,0,19,..,3,0,0,0,0,0,0,0,9,..,0,0,0,3,0,0,0,0,4,12,..,..,..,..,..,..,..,..,12,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,8,..,0,0,3,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0
SSC70077,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,0,14,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC70078,..,3,30,53,73,71,25,7,5,262,..,4,21,14,19,7,6,0,0,68,..,0,0,0,3,0,0,0,0,3,116,..,..,..,..,..,..,..,..,116,..,32,..,..,..,..,..,..,..,32,..,26,3,0,3,0,0,0,0,29,..,0,0,0,0,0,0,0,0,7,..,0,6,0,0,0,0,0,0,10,..,5,4,3,0,0,0,0,0,16,..,10,9,13,16,17,4,3,0,65,0,0,0,0,0,3,0,0,0,4,116,79,77,81,118,103,35,16,5,625,..,3,43,54,83,54,13,7,0,262,..,4,23,14,16,3,3,0,0,67,..,0,3,10,10,3,3,0,3,29,127,..,..,..,..,..,..,..,..,127,..,21,..,..,..,..,..,..,..,21,..,15,6,0,0,0,0,0,0,25,..,0,0,0,0,3,0,0,3,11,..,0,0,0,0,0,0,0,0,3
SSC70079,..,0,3,3,3,8,4,0,0,17,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,3,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,4,4,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,6,7,7,8,8,6,0,0,50,..,0,4,3,0,6,3,0,0,19,..,3,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,3,19,..,..,..,..,..,..,..,..,19,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC70080,..,3,89,94,101,76,25,7,0,393,..,35,48,37,30,21,3,0,0,173,..,0,3,13,12,7,0,0,0,32,308,..,..,..,..,..,..,..,..,308,..,48,..,..,..,..,..,..,..,48,..,66,18,0,0,0,0,0,0,82,..,14,6,6,4,3,5,0,0,46,..,7,10,4,8,3,0,0,0,31,..,17,16,15,10,5,0,0,0,61,..,5,13,16,26,18,3,3,0,83,9,7,3,5,4,3,0,0,0,30,314,199,213,190,193,128,44,14,0,1292,..,10,95,104,95,69,18,6,0,393,..,35,68,45,26,12,0,0,0,184,..,12,24,32,22,8,3,0,0,107,301,..,..,..,..,..,..,..,..,301,..,63,..,..,..,..,..,..,..,63,..,32,15,0,0,0,0,0,0,45,..,9,8,3,3,5,4,3,0,33,..,16,5,0,0,0,0,0,0,23
SSC70081,..,0,0,3,3,13,20,0,0,39,..,0,0,3,3,0,3,0,0,14,..,0,0,0,0,0,0,0,0,4,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,5,..,0,0,0,3,12,5,0,0,23,0,0,0,0,0,0,0,0,0,3,7,4,5,8,17,26,33,3,0,106,..,0,3,9,4,10,12,0,0,37,..,0,4,0,8,6,0,0,0,15,..,0,0,5,0,0,0,0,0,4,7,..,..,..,..,..,..,..,..,7,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3
SSC70082,..,0,0,3,3,0,8,0,0,13,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,10,8,4,3,0,26,0,0,0,0,0,0,0,0,0,5,3,0,0,3,13,19,15,3,0,53,..,0,0,0,3,3,4,0,0,13,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC70083,..,0,0,3,0,7,4,0,0,11,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,..,0,0,0,3,3,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,16,8,0,0,40,..,0,0,0,6,3,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC70084,..,5,150,170,129,102,35,6,0,596,..,28,106,40,21,8,7,0,0,211,..,0,4,5,8,3,0,0,0,19,414,..,..,..,..,..,..,..,..,414,..,61,..,..,..,..,..,..,..,61,..,56,26,5,7,0,0,0,0,94,..,11,13,0,3,3,0,0,0,26,..,6,12,4,3,0,0,0,0,28,..,25,23,11,13,3,0,0,0,75,..,0,18,15,10,7,3,0,0,61,3,7,13,6,3,4,0,0,0,33,413,202,368,261,187,130,45,10,0,1619,..,22,191,178,125,74,21,3,0,622,..,46,113,28,21,10,3,0,0,224,..,4,15,16,25,8,5,0,0,76,415,..,..,..,..,..,..,..,..,415,..,59,..,..,..,..,..,..,..,59,..,34,11,3,0,0,0,0,0,53,..,6,0,0,4,5,5,5,0,35,..,7,11,3,0,0,0,0,0,33
