SSC_CODE_2016,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
SSC70137,87,57,39,51,35,13,3,3,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,5,3,0,3,0,3,0,0,0,0,10,96,57,39,51,38,13,3,3,0,292
SSC70138,378,180,208,283,266,180,125,53,10,1673,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,6,3,0,19,0,0,3,0,5,5,0,3,0,15,0,0,0,0,3,3,4,0,0,14,0,0,0,3,3,3,4,4,0,16,0,0,0,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,5,0,7,10,6,3,0,0,0,33,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,3,14,20,16,22,18,11,0,113,7,3,14,20,16,22,17,11,0,116,382,184,216,304,280,204,143,63,9,1787
SSC70139,569,338,520,317,116,58,19,0,0,1936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,13,0,0,4,0,9,3,0,0,0,18,4,0,6,4,4,5,0,0,0,22,0,3,0,0,0,3,0,3,0,5,0,0,3,3,3,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,12,4,3,7,3,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,13,19,18,12,4,0,98,15,15,15,13,19,18,12,4,0,98,583,346,533,327,136,73,30,4,0,2042
SSC70140,51,47,53,41,54,17,15,0,3,275,0,5,0,3,0,0,0,0,0,12,8,0,12,4,20,25,43,0,0,120,11,13,17,9,24,50,38,5,0,173,3,3,3,4,7,30,24,10,0,80,0,0,5,0,8,12,7,0,0,35,0,0,11,0,9,18,5,0,0,43,0,0,0,0,3,11,0,0,0,10,20,7,34,24,15,10,8,0,0,112,4,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,53,29,79,46,85,161,127,13,0,586,53,38,84,48,86,161,127,13,0,598,101,79,133,85,136,177,135,17,3,872
SSC70141,99,56,56,29,38,25,6,6,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,8,5,3,0,0,22,3,3,5,3,8,5,3,0,0,22,103,58,58,36,45,29,13,6,0,347
SSC70142,48,69,41,58,46,19,15,11,0,311,0,0,0,0,0,0,0,0,0,3,0,0,4,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,8,5,0,3,0,35,0,3,11,10,8,5,0,3,0,36,48,74,51,62,50,22,13,17,0,344
SSC70143,1120,661,751,687,618,561,231,72,25,4728,0,0,0,0,0,3,3,0,0,7,0,0,3,0,3,0,0,0,0,9,0,0,3,0,3,4,3,0,3,18,0,0,0,0,4,3,4,0,3,20,0,3,0,0,0,0,4,0,0,11,0,0,3,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,4,20,15,13,6,16,8,5,0,0,85,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,23,23,24,7,23,24,25,0,7,155,23,23,24,7,29,22,25,0,7,160,1140,688,770,698,649,585,258,73,26,4894
SSC70144,250,162,276,159,220,170,83,45,20,1387,0,0,0,0,0,0,0,0,0,8,7,3,12,9,18,63,24,3,0,140,0,5,15,10,9,41,42,24,10,149,9,15,14,16,22,21,19,3,0,123,0,0,12,11,15,34,18,3,0,96,0,6,0,7,3,3,9,0,0,30,0,0,5,0,0,5,3,0,0,14,11,15,45,37,63,49,9,0,0,227,0,0,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,27,40,104,90,139,226,128,30,14,798,30,44,104,91,140,222,128,32,14,805,280,203,379,247,364,400,215,78,30,2187
SSC70145,781,379,505,406,372,245,138,43,5,2876,0,4,0,0,0,0,0,0,0,10,0,3,0,0,7,18,34,4,3,70,3,0,8,9,0,7,14,0,0,45,3,3,4,7,8,16,6,3,0,55,3,5,9,3,6,4,7,3,0,43,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,8,24,27,22,28,17,7,0,0,131,0,3,0,0,0,3,4,0,0,5,0,0,0,0,0,0,0,0,0,0,19,33,48,43,57,64,66,13,5,355,19,39,49,43,60,69,73,13,5,364,800,421,554,449,426,313,208,58,7,3242
SSC70146,258,163,255,175,192,203,109,39,6,1398,0,0,0,0,0,0,0,0,0,5,3,3,7,0,9,26,13,3,0,60,4,0,4,6,12,28,30,10,0,92,0,3,3,0,4,19,11,4,0,50,0,0,3,0,5,8,13,3,0,29,3,0,3,0,11,19,15,3,0,59,0,0,0,0,0,4,3,0,0,8,13,8,12,14,14,29,11,3,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,17,34,26,58,128,94,25,0,401,26,17,30,25,58,128,94,25,0,403,286,179,287,204,244,324,208,62,6,1802
SSC70147,41,31,30,22,31,30,54,60,42,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,0,0,19,0,0,4,4,5,4,0,0,0,19,41,33,30,24,34,33,54,60,44,356
SSC70148,98,63,63,59,37,41,15,4,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,8,7,0,0,0,27,0,0,8,3,8,7,0,0,0,27,98,62,66,57,46,52,15,4,0,409
SSC70149,73,65,60,46,53,58,33,5,7,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,8,3,4,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,3,5,12,0,3,39,0,3,15,3,3,5,12,0,3,43,73,66,69,50,55,59,38,5,4,427
SSC70150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7,3,0,0,3,0,0,0,0,0,7,3,0,0,3,0,0,0,0,0,7
SSC70151,43,11,19,14,17,5,3,4,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,11,19,14,17,5,3,4,0,111
SSC70152,212,86,88,68,56,22,14,3,0,542,9,7,3,4,3,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,10,8,3,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,11,8,6,3,0,0,34,13,9,9,14,10,3,3,0,0,67,227,95,93,85,67,28,11,3,0,606
SSC70153,4,7,11,10,15,14,22,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,6,10,3,0,0,23,5,0,0,3,6,10,3,0,0,23,7,7,7,12,18,26,22,0,0,105
SSC70154,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,7,0,7,3,0,0,0,0,0,0,10
SSC70155,67,38,29,46,63,43,39,10,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,13,0,0,0,0,4,8,0,0,0,13,67,38,29,46,67,54,36,10,0,350
SSC70156,109,53,59,58,74,76,43,19,0,496,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,7,0,0,21,0,0,0,0,0,7,17,6,0,33,3,0,0,3,0,3,8,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,12,0,0,22,0,0,0,0,0,0,0,0,0,5,11,5,0,0,8,3,0,0,0,32,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,11,6,0,12,15,36,54,9,0,141,11,6,0,12,12,36,54,9,0,138,121,59,65,64,89,110,91,26,0,632
SSC70157,70,40,33,24,21,16,5,3,0,214,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,13,3,0,0,0,0,6,0,0,0,17,78,45,37,25,18,23,6,5,0,228
SSC70158,571,229,302,324,314,219,79,37,4,2087,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,17,3,7,4,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,21,3,7,11,4,5,0,67,6,15,21,3,7,11,4,5,0,69,580,244,318,329,321,227,86,36,4,2159
SSC70159,514,411,928,516,489,350,187,66,22,3489,0,3,8,0,0,3,0,0,0,16,0,15,56,15,27,27,5,10,0,162,5,8,6,13,11,32,26,6,3,102,3,18,51,24,23,15,13,3,0,143,4,4,25,16,7,13,9,7,0,83,0,8,20,3,10,14,11,3,0,75,0,0,0,0,3,7,0,0,0,19,6,28,35,30,17,13,9,0,0,134,0,6,3,5,3,4,4,0,0,24,0,0,0,0,0,0,0,0,0,0,23,78,199,104,113,129,70,28,10,741,23,81,199,105,114,131,70,28,10,753,536,490,1133,618,599,484,265,90,30,4245
SSC70160,7,4,5,3,3,8,3,3,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,3,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,0,0,14,0,0,0,0,3,12,3,0,0,14,7,4,5,3,9,19,6,3,0,56
SSC70161,859,517,675,654,666,570,304,123,15,4373,0,3,3,0,3,0,0,0,0,10,0,0,0,0,0,0,3,0,0,12,4,4,0,0,3,6,4,6,0,26,3,0,4,4,0,3,3,3,0,25,0,10,0,0,7,0,5,0,0,21,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,3,0,0,3,10,9,9,16,3,10,3,3,0,70,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,22,20,14,17,20,23,35,15,3,167,22,19,16,17,17,23,34,15,3,179,884,538,687,670,681,593,340,134,16,4557
SSC70162,0,0,5,3,12,23,31,10,0,90,0,0,0,0,0,0,4,0,0,6,0,0,0,3,0,3,26,18,3,48,0,4,3,0,3,11,29,21,0,73,0,0,0,0,0,7,15,0,0,28,0,0,0,3,4,17,21,13,0,51,0,0,0,0,0,14,15,15,0,48,0,0,0,0,0,5,0,4,0,12,3,0,3,0,3,11,25,3,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,9,14,71,129,69,3,307,3,6,4,9,15,75,133,69,3,313,3,6,13,10,24,98,164,79,3,396
SSC70163,9,3,6,3,3,3,4,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,11,17,3,0,44,0,0,3,0,16,17,8,0,0,42,0,0,0,3,0,8,21,3,0,40,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,7,0,0,0,0,4,0,0,0,0,4,0,0,3,3,5,6,0,0,0,17,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,4,33,48,51,9,0,154,0,0,12,4,33,48,51,9,0,154,9,3,18,13,40,52,54,9,0,190
SSC70164,7,5,4,5,7,3,3,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,16,5,0,0,32,12,0,5,9,0,7,7,0,0,34,0,3,3,0,6,0,7,0,0,19,0,0,0,0,3,4,0,0,0,7,0,0,8,0,0,3,0,0,0,14,0,0,0,5,0,0,0,0,0,5,0,3,0,0,6,4,3,0,0,17,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,11,5,20,13,14,34,25,0,0,134,11,5,20,13,14,34,25,0,0,134,21,9,29,24,22,33,32,4,0,171
SSC70165,88,72,46,66,66,52,24,5,0,413,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,3,0,11,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,5,8,3,0,34,0,3,6,0,3,5,8,3,0,29,88,69,52,64,68,55,31,6,0,444
SSC70166,47,21,31,26,18,11,3,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,3,0,3,0,0,3,0,0,0,8,49,21,29,26,18,15,8,0,0,162
SSC70167,323,219,283,248,239,166,129,43,4,1650,3,0,3,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,9,0,0,7,0,0,0,3,0,0,5,0,0,0,0,0,0,3,0,0,3,0,3,0,3,0,3,8,0,0,12,0,0,0,0,0,0,0,0,0,0,17,7,11,10,3,4,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,18,15,5,14,18,7,0,103,15,17,23,19,5,14,18,7,0,108,339,231,310,261,248,176,142,45,4,1758
SSC70168,684,284,406,396,253,94,50,14,0,2179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,4,0,0,7,4,0,0,3,0,7,7,3,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,4,3,3,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,6,7,4,10,12,9,0,65,10,6,6,7,4,10,12,9,0,65,690,292,407,402,257,102,61,26,0,2246
SSC70169,631,337,425,422,393,370,185,57,15,2841,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,13,0,0,3,0,0,3,11,4,0,29,0,0,0,0,0,0,3,3,0,10,0,0,0,0,0,9,8,0,0,22,3,0,0,0,5,3,3,0,0,17,0,0,0,0,0,0,0,0,0,0,9,16,11,6,9,12,5,3,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,12,10,12,24,42,13,0,157,13,19,12,10,12,24,42,13,0,162,651,356,438,436,407,402,223,73,13,3000
SSC70170,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,12,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,12,4,0,23,0,0,3,0,0,3,12,4,0,23,0,0,4,0,0,0,12,4,0,30
SSC70171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
SSC70172,586,398,411,393,236,139,25,9,3,2205,6,3,3,3,0,0,0,0,0,18,0,0,8,0,0,0,0,0,0,10,0,3,0,0,3,3,0,0,0,11,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,6,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,18,11,4,18,14,4,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,24,3,20,25,6,0,0,110,10,27,23,9,23,30,6,0,0,122,596,428,442,400,254,166,28,9,3,2325
SSC70173,25,10,12,17,11,14,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,28,10,12,16,17,14,0,0,0,93
SSC70174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70175,3,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,3,3,0,0,0,3,6,0,0,0,16
