SSC_CODE_2016,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
SSC70119,0,3,0,3,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,3,0,5,0,3,0,3,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,19
SSC70120,0,10,3,13,0,0,0,0,5,4,0,13,6,7,3,8,0,5,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,28,5,51,0,3,0,9,0,0,0,0,3,5,3,11,3,13,0,13,3,4,0,6,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,10,33,3,52,0,14,3,19,0,0,0,3,13,11,3,27,5,20,3,24,3,11,5,16,0,4,0,3,0,3,0,3,0,0,0,0,0,0,0,0,26,67,11,98
SSC70121,0,0,3,0,0,0,16,19,0,4,3,3,0,0,0,3,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,24,40,0,0,0,0,0,0,10,12,3,0,0,3,0,7,0,7,0,5,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,16,13,29,0,0,3,0,0,4,29,35,3,4,5,8,0,7,0,11,0,3,0,5,0,4,0,4,0,0,0,6,0,7,0,7,0,0,0,0,3,31,41,73
SSC70122,0,6,0,4,0,7,0,6,3,13,4,21,0,11,3,13,0,3,3,10,0,8,0,13,0,3,0,4,0,0,0,0,0,0,0,0,10,49,13,72,0,3,0,3,0,0,0,0,3,8,8,19,3,8,0,10,0,9,0,13,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,11,29,11,49,0,8,0,11,0,7,0,6,7,23,9,39,3,14,3,17,3,9,6,20,3,14,0,15,4,4,0,8,0,0,0,0,0,0,0,0,15,81,20,118
SSC70123,3,37,12,55,0,26,3,31,8,106,20,132,6,119,23,155,14,122,19,161,4,68,13,83,3,29,4,40,0,13,3,16,0,0,0,0,39,531,99,668,0,28,5,41,0,31,4,40,8,115,19,139,17,112,17,145,14,111,11,138,5,61,10,74,3,25,9,35,0,6,0,11,0,0,0,0,44,500,81,630,9,71,22,95,0,60,12,71,16,220,38,269,29,237,42,297,27,241,35,301,6,135,24,159,3,59,12,79,0,24,3,27,0,0,0,0,85,1029,181,1298
SSC70124,3,24,3,32,3,21,0,23,12,24,11,45,5,21,0,24,7,19,22,48,3,18,3,19,0,3,0,5,0,0,0,0,0,0,0,0,34,125,39,199,3,10,0,21,0,21,0,30,18,31,10,61,8,35,3,48,13,22,37,68,0,18,4,27,0,6,0,12,4,0,0,3,0,0,0,0,48,157,53,258,13,35,5,52,7,41,0,53,26,56,17,103,12,56,3,75,14,44,55,112,5,33,5,43,0,13,0,15,4,0,0,3,0,0,0,0,82,287,92,457
SSC70125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70127,0,63,27,87,4,261,164,426,3,147,350,497,3,40,232,268,5,33,147,180,0,22,46,66,0,10,4,17,0,3,0,3,0,0,0,0,8,573,954,1544,0,7,0,6,0,39,14,50,3,27,24,54,0,15,24,38,4,12,14,38,0,21,9,26,0,3,3,10,0,0,0,0,0,0,0,3,6,120,94,226,0,70,24,96,4,297,175,477,3,172,374,555,3,47,254,310,7,50,164,220,0,37,55,92,0,10,9,24,0,3,0,3,0,0,0,3,17,694,1054,1766
SSC70128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70129,3,86,31,120,3,111,58,172,21,387,381,791,19,385,358,765,32,398,282,712,33,290,136,460,18,134,44,198,0,36,8,52,0,11,3,11,131,1837,1300,3274,7,59,19,86,4,64,9,78,21,123,22,161,23,161,29,220,49,221,48,312,42,189,35,266,19,84,23,121,3,21,3,29,0,6,3,11,160,932,190,1290,12,146,46,203,8,179,66,251,35,507,408,956,46,548,392,981,79,621,325,1022,73,481,169,731,42,215,62,321,5,56,10,79,0,14,5,21,294,2773,1490,4559
SSC70130,0,3,19,30,0,10,91,99,0,6,211,218,0,11,145,160,0,13,67,76,0,12,29,47,0,7,4,8,0,5,3,5,0,0,0,0,5,58,572,637,0,3,5,9,0,7,13,18,0,6,31,40,0,5,30,32,3,14,10,28,0,12,13,31,0,9,0,9,0,0,0,3,0,0,0,0,8,56,98,164,0,14,25,36,3,14,100,116,3,13,244,254,0,20,173,197,3,21,80,104,0,30,40,75,3,10,4,14,0,8,6,8,0,0,0,0,11,119,670,798
SSC70131,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,6,0,7,0,6,0,5,0,5,0,3,0,6,0,0,0,0,0,0,0,0,0,26,4,26,0,0,0,0,0,0,0,0,0,3,0,9,0,3,0,3,0,4,0,6,4,3,3,10,0,0,0,0,0,3,0,3,0,0,0,0,3,22,5,34,0,3,0,4,0,4,0,4,0,4,0,11,0,7,0,7,0,8,3,15,4,10,3,9,0,9,0,6,0,3,0,3,0,0,0,0,4,48,10,60
SSC70132,9,125,41,174,5,92,21,121,22,227,37,286,24,257,42,321,26,321,57,409,20,221,38,278,19,118,38,178,3,18,3,30,0,4,0,6,130,1389,280,1799,0,97,21,124,8,82,16,106,21,225,35,284,40,240,46,326,35,278,53,369,37,163,45,244,10,95,25,127,0,30,3,34,0,4,3,12,154,1228,248,1626,10,224,67,295,16,177,34,231,41,459,70,572,58,500,93,649,63,601,107,777,55,386,87,525,30,216,59,305,3,46,9,62,0,10,5,17,287,2617,528,3428
SSC70133,0,14,0,20,0,9,3,12,0,14,9,17,5,22,3,24,5,37,16,59,4,32,10,43,0,9,5,17,0,3,0,3,0,0,0,0,14,142,43,197,0,7,3,18,3,8,3,14,3,16,3,24,3,20,6,28,8,42,10,54,8,23,14,45,0,4,0,4,0,3,0,5,0,0,0,0,23,131,38,189,0,27,3,35,3,25,4,30,3,28,12,38,13,38,6,55,13,76,25,118,8,52,24,90,0,15,5,22,0,8,0,7,0,0,0,0,37,273,84,389
SSC70134,0,3,0,3,0,8,14,18,0,12,5,14,0,7,0,7,0,3,0,6,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,38,18,51,0,0,0,5,0,0,18,21,0,13,0,13,0,6,0,4,0,4,0,7,0,7,0,6,0,4,0,3,0,0,0,0,0,0,0,0,6,31,27,60,0,3,0,4,0,8,35,40,0,21,5,30,0,13,0,14,3,3,0,7,0,10,0,12,0,4,0,3,0,0,0,0,0,0,0,0,10,65,45,117
SSC70135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70136,0,12,7,27,0,27,10,38,8,62,13,86,12,82,13,110,7,71,29,110,0,46,13,65,0,9,5,14,0,4,0,4,0,0,0,0,27,321,94,446,0,11,8,17,0,15,7,28,4,76,22,102,7,68,7,86,5,58,22,86,3,29,9,41,0,6,12,19,0,0,0,3,0,0,0,0,29,274,85,380,0,23,12,41,3,43,17,65,11,145,34,188,18,153,23,194,13,130,53,195,6,78,28,107,0,17,16,27,0,9,0,6,0,0,0,0,50,591,182,821
SSC70137,0,5,7,19,0,11,0,11,0,11,4,19,5,15,8,20,3,16,3,16,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,60,23,90,0,7,4,22,0,9,0,12,6,16,4,20,4,17,3,24,5,15,3,20,0,8,0,12,0,3,0,3,0,0,0,0,0,0,0,0,18,77,20,116,5,18,18,40,0,19,0,24,8,21,10,35,7,35,11,51,9,26,8,37,3,8,0,13,0,3,0,3,0,0,0,3,0,0,0,0,27,138,44,206
SSC70138,0,46,9,47,0,40,3,52,9,73,15,91,15,136,12,163,3,113,12,136,4,63,9,81,8,59,5,68,7,23,0,34,0,3,0,3,50,553,65,673,4,41,7,54,4,26,7,34,11,94,13,122,10,118,10,141,19,113,20,155,10,77,12,103,22,36,12,70,0,19,4,24,0,4,0,4,84,532,85,701,3,87,15,101,3,73,12,89,21,168,24,212,30,249,22,297,28,228,36,290,17,140,26,180,30,94,11,138,7,43,7,50,0,10,0,10,135,1086,149,1371
SSC70139,3,32,7,36,4,120,12,137,14,240,26,275,11,131,10,160,6,50,8,62,0,19,3,26,0,10,3,8,0,0,0,0,0,0,0,0,39,605,67,712,3,32,13,48,3,116,16,137,16,227,22,264,16,137,18,176,10,51,0,62,3,25,7,39,0,13,0,9,0,0,0,0,0,0,0,0,52,599,79,729,3,69,13,85,7,234,30,274,33,466,47,546,32,268,30,330,13,103,6,123,3,49,8,63,0,14,5,24,0,0,0,0,0,0,0,0,98,1208,142,1445
SSC70140,3,12,3,15,0,13,7,19,0,25,3,29,0,22,8,29,0,20,8,31,0,11,5,12,0,3,0,3,0,0,0,0,0,0,0,0,8,96,30,138,0,11,0,12,0,8,5,15,4,18,11,33,3,8,3,15,8,12,5,22,0,7,0,11,0,3,0,9,0,0,0,0,0,0,0,0,22,72,24,117,3,18,7,26,3,16,8,31,4,43,16,62,4,31,8,39,9,35,8,57,0,12,3,20,3,5,3,15,0,0,0,0,0,3,0,3,32,171,47,250
SSC70141,0,8,8,14,4,7,0,15,3,16,7,29,3,9,0,16,0,12,5,16,4,11,3,14,0,3,0,3,0,3,0,3,0,0,0,0,12,70,23,104,3,3,3,8,7,14,5,23,3,15,10,32,5,12,3,20,8,14,3,27,3,11,0,8,0,4,0,7,0,3,0,3,0,0,0,0,24,80,25,128,3,14,12,21,8,21,5,37,8,32,15,56,3,22,3,33,10,25,8,43,3,14,3,25,0,6,0,13,0,8,0,6,0,0,0,0,37,148,47,230
SSC70142,0,5,19,25,0,8,5,15,0,23,6,24,3,16,14,33,0,23,3,28,5,11,6,24,0,3,0,3,0,4,0,3,0,0,0,0,11,101,48,157,0,11,15,24,0,14,3,21,3,18,5,30,3,17,10,31,3,17,5,24,0,9,0,9,0,7,4,16,0,7,0,8,0,0,0,0,19,99,50,165,0,17,35,54,0,26,9,39,3,40,9,59,9,32,20,65,4,41,13,53,3,20,6,35,3,9,4,18,0,8,3,11,0,0,0,0,30,202,98,323
SSC70143,10,150,32,203,14,136,18,170,15,283,61,361,35,276,42,351,27,235,43,307,26,232,41,299,13,102,20,135,4,21,0,28,3,5,0,11,148,1448,258,1859,12,125,30,172,10,114,31,146,32,321,70,421,58,270,46,368,60,234,52,341,37,220,41,300,22,78,12,113,5,37,8,47,0,13,3,13,237,1408,291,1938,27,280,65,373,25,248,49,323,55,599,127,781,90,544,86,717,83,473,93,654,60,451,79,592,38,178,31,247,9,61,11,79,3,17,3,27,386,2855,551,3793
SSC70144,0,23,9,27,7,36,13,51,0,108,42,153,8,58,18,80,3,73,24,101,12,64,19,95,0,41,17,62,0,17,6,26,0,10,0,6,31,430,153,619,3,24,7,37,4,44,20,70,7,97,39,140,12,57,17,82,15,88,35,131,12,73,17,91,0,27,3,27,0,16,7,24,0,8,3,9,45,427,149,617,0,42,13,63,8,84,29,119,6,204,84,300,18,117,29,165,19,162,58,233,17,132,40,187,3,70,22,94,0,33,16,45,0,16,8,20,78,857,302,1230
SSC70145,4,86,45,142,3,75,19,93,17,198,54,265,18,153,44,209,27,135,49,210,9,89,26,123,3,59,18,87,4,18,11,28,0,0,0,3,83,819,255,1158,4,68,26,102,13,65,16,89,26,213,55,295,24,160,46,227,17,124,45,187,11,104,34,145,7,44,23,74,0,15,4,18,0,0,0,3,100,797,246,1144,13,158,74,239,13,137,34,183,40,413,107,560,39,309,86,429,44,261,94,405,18,196,58,266,8,109,41,153,3,29,12,47,0,3,3,5,182,1611,502,2297
SSC70146,0,19,16,40,4,34,9,41,3,86,36,130,4,60,17,78,3,69,29,97,0,86,49,136,0,53,21,75,0,12,13,22,0,0,8,9,17,402,197,621,0,23,10,37,3,36,10,54,12,84,47,142,13,64,31,114,12,78,35,120,0,55,28,83,3,34,9,41,0,5,8,16,0,0,3,3,48,380,179,611,3,43,28,73,7,68,26,100,20,176,84,270,18,122,52,191,11,144,58,219,0,136,73,214,6,82,30,115,0,14,22,39,0,0,7,6,64,785,378,1231
SSC70147,0,5,0,4,0,11,0,16,0,8,0,10,3,6,0,11,3,17,0,17,0,12,3,18,0,24,0,25,0,15,6,25,0,7,0,9,6,106,14,126,0,3,3,5,0,10,0,8,0,14,6,18,3,11,0,16,0,10,0,18,0,13,0,16,0,31,0,33,0,36,6,38,0,25,3,31,11,154,15,184,0,9,0,9,0,16,0,23,4,25,5,34,6,21,3,22,4,26,4,31,0,28,3,30,0,52,5,56,0,51,9,65,0,35,3,42,19,255,28,309
SSC70148,3,9,5,13,9,6,0,16,6,16,0,22,6,18,0,22,3,7,13,22,3,10,0,13,0,6,0,7,0,0,0,0,0,0,0,0,30,71,19,125,0,7,12,22,5,17,0,22,15,25,0,39,9,23,6,37,7,13,7,23,3,22,8,32,3,4,0,9,0,0,0,3,0,0,0,0,42,107,29,180,7,12,18,37,17,22,0,35,21,39,0,66,15,35,7,58,9,18,18,45,9,30,8,41,3,12,0,15,0,4,0,4,0,0,0,0,75,184,46,306
SSC70149,0,9,3,12,0,14,0,23,3,29,0,29,0,19,0,25,0,18,9,25,3,26,4,29,3,13,4,22,0,0,0,0,0,4,0,3,10,131,26,169,0,17,3,23,5,13,0,21,0,27,3,35,3,16,5,27,9,23,0,26,7,15,3,28,3,12,0,12,0,3,0,4,0,0,0,0,23,121,29,168,0,25,6,33,7,35,0,36,6,51,4,61,3,35,10,50,10,40,10,53,7,41,12,63,3,22,5,35,0,3,0,5,0,3,0,7,35,256,52,339
SSC70150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70151,0,0,0,3,0,0,0,5,3,5,0,11,0,3,0,4,3,7,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,17,3,34,0,0,0,4,0,0,0,0,7,3,0,10,6,7,0,14,5,0,0,6,0,3,0,5,3,0,0,0,0,3,0,3,0,0,0,0,20,16,4,42,3,3,0,3,0,0,0,5,9,9,0,19,6,12,0,14,3,10,0,17,0,3,0,5,3,0,0,3,0,4,0,4,0,0,0,0,34,37,4,73
SSC70152,3,13,18,38,3,14,0,21,10,36,0,45,9,27,0,37,0,22,3,31,3,14,3,16,0,4,0,4,0,0,0,0,0,0,0,0,23,134,28,186,3,19,6,22,5,12,0,18,10,38,3,54,9,29,0,36,11,23,5,37,8,7,0,18,8,3,0,8,0,3,0,3,0,0,0,0,41,139,13,199,3,34,25,60,6,32,0,38,22,75,5,101,16,59,3,71,12,53,3,67,9,24,5,33,8,4,0,14,0,3,0,3,0,0,0,0,68,272,40,387
SSC70153,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,5,0,10,0,11,0,10,0,11,0,9,3,15,0,0,0,0,0,0,0,0,0,36,14,44,0,0,0,0,0,0,0,0,0,3,0,5,0,6,0,6,0,4,0,6,3,3,4,12,0,4,4,13,0,0,0,0,0,0,0,0,3,21,13,38,0,0,0,0,0,3,0,5,0,5,0,8,0,5,3,10,0,14,0,11,3,16,10,20,0,14,5,26,0,0,0,0,0,0,0,0,4,59,21,86
SSC70154,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SSC70155,0,10,11,20,0,4,0,12,0,17,0,18,0,20,9,24,0,28,3,33,3,12,11,26,0,17,3,21,0,7,0,7,0,0,0,0,7,113,38,155,0,4,3,5,0,5,0,5,3,12,0,14,3,15,5,23,0,26,8,32,3,9,4,18,0,16,0,15,0,3,0,3,0,0,0,0,11,92,19,121,0,16,7,24,0,7,0,11,3,25,0,32,5,37,12,48,0,56,10,69,7,28,11,44,0,30,4,34,0,10,0,10,0,0,0,0,16,205,55,282
SSC70156,0,7,12,21,0,13,5,13,0,19,6,32,0,19,14,32,4,23,15,43,3,23,16,47,0,10,8,25,0,11,4,17,0,0,0,0,11,120,86,215,0,4,4,11,0,4,5,9,0,20,13,30,0,16,5,29,3,15,17,40,3,12,15,33,3,7,7,19,0,7,3,7,0,0,0,0,19,89,77,185,0,16,12,31,0,18,13,28,0,40,22,61,3,35,20,60,7,35,37,82,6,40,35,76,3,20,20,44,0,15,6,22,0,0,0,0,27,211,163,404
SSC70157,0,5,0,7,0,16,0,16,0,18,0,19,0,10,0,10,0,6,0,12,0,5,0,5,0,0,0,0,0,5,0,5,0,0,0,0,3,63,3,70,0,3,0,4,4,16,0,20,4,13,3,19,3,15,6,15,0,11,0,12,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,67,18,95,0,10,3,11,4,27,0,28,5,36,4,44,3,24,6,29,0,16,5,19,0,13,0,15,0,5,0,5,0,3,0,3,0,0,0,0,8,132,21,162
SSC70158,0,65,15,83,0,56,12,64,14,121,16,149,16,130,25,175,16,130,18,156,3,97,22,119,0,28,10,43,0,7,0,7,0,0,0,0,50,639,115,807,0,45,8,53,3,48,3,56,25,127,30,184,18,144,18,184,25,141,17,187,22,80,20,118,3,36,12,50,0,24,0,25,0,4,0,6,99,650,113,864,5,111,20,137,0,101,18,120,37,250,48,330,33,277,48,357,39,269,38,342,25,177,40,242,6,62,22,91,0,32,0,36,3,3,0,8,155,1286,230,1665
SSC70159,0,47,15,59,4,131,43,183,11,402,121,534,16,244,56,320,13,247,34,292,6,174,23,210,9,96,17,126,3,41,8,50,0,11,3,16,72,1399,315,1787,0,47,14,63,8,101,23,128,23,395,63,471,14,196,30,238,19,192,16,226,15,143,11,172,10,66,11,86,3,17,5,29,0,8,0,8,87,1162,175,1426,0,101,27,124,7,235,66,312,34,799,179,1013,30,442,78,556,36,435,52,518,25,322,38,380,19,162,31,210,3,61,11,71,0,20,3,22,157,2564,490,3207
SSC70160,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,3,0,0,0,0,0,7,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,12,8,21,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,6,10,17,0,0,0,3,0,0,3,3,0,4,3,4,0,3,5,3,0,0,0,3,0,5,3,8,0,3,0,9,0,3,0,3,0,0,0,0,0,22,16,36
SSC70161,8,120,22,147,6,140,11,158,12,295,36,348,38,267,22,333,35,272,25,326,30,235,37,298,16,153,14,175,6,44,9,56,0,5,0,3,146,1528,177,1852,5,106,13,121,9,101,9,118,30,291,35,359,46,276,28,350,65,258,35,360,44,238,30,307,20,118,9,146,5,52,10,69,0,7,3,10,219,1459,170,1844,11,227,33,269,15,237,26,277,44,594,68,704,78,547,58,685,94,533,57,683,72,471,63,610,29,273,21,325,14,92,15,125,0,11,3,18,360,2984,348,3693
SSC70162,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,4,8,0,14,0,16,0,13,7,17,0,3,0,3,0,0,0,0,0,37,12,53,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,7,0,11,3,15,0,9,3,13,0,3,0,3,0,0,0,0,0,33,12,47,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,7,0,10,5,14,0,24,3,29,0,24,7,33,0,4,3,10,0,0,0,0,0,76,20,94
SSC70163,0,0,3,3,0,0,0,0,0,5,0,6,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,15,0,0,3,3,0,0,0,0,0,7,0,6,0,0,3,3,0,5,3,3,0,0,0,3,0,4,0,4,0,0,0,0,0,0,0,0,3,14,7,26
SSC70164,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,7,0,7,0,0,0,0,0,0,0,0,0,11,5,15,0,0,0,0,0,0,0,0,0,3,0,4,0,3,4,8,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,11,10,16,0,0,5,5,0,0,0,0,0,3,0,4,0,8,4,5,0,0,4,7,0,3,0,5,0,7,0,8,0,0,0,0,0,0,0,0,3,21,10,34
SSC70165,0,12,14,24,0,7,3,13,0,14,6,21,0,28,7,37,0,31,11,41,3,25,3,27,0,12,6,18,0,0,0,4,0,0,0,0,6,138,47,193,0,12,3,22,0,13,4,23,0,17,5,30,4,24,4,33,3,22,4,30,4,22,7,34,0,0,0,3,0,0,3,4,0,0,0,0,16,117,44,174,0,28,17,48,0,21,10,29,4,33,14,49,4,50,16,73,3,52,14,69,7,49,8,67,0,20,5,24,0,3,3,5,0,0,0,0,20,259,89,367
SSC70166,0,0,0,0,0,8,0,9,0,15,0,16,0,14,0,11,0,9,0,11,0,10,0,11,0,0,0,3,0,0,0,0,0,0,0,0,4,50,4,64,0,4,0,3,0,9,0,9,4,15,0,15,0,17,0,13,3,3,0,7,0,3,0,7,0,0,3,4,0,0,0,0,0,0,0,0,4,49,3,58,0,3,0,6,0,15,0,20,4,26,0,31,3,26,0,25,4,14,3,18,0,12,0,15,0,3,5,3,0,0,0,0,0,0,0,0,8,97,13,119
